"X","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year","Neighborhood"
238059,1302591,2017384411,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","10/16/2017 10:24:00 AM","10/13/2017 01:00:00 PM","10/13/2017 06:20:00 PM","17XX BLOCK OF 4 AV S","O","O1","9300.2080",-122.329055786,47.587200165,"(47.587200165, -122.329055786)",10,2017,"Industrial District"
238060,1302592,2017374884,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/08/2017 07:35:00 PM","10/08/2017 07:33:00 PM","","28XX BLOCK OF SW BARTON ST","F","F2","11402.1022",-122.369346619,47.521038055,"(47.521038055, -122.369346619)",10,2017,"Roxhill"
238061,1302593,2017385853,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/17/2017 12:46:00 PM","10/17/2017 02:00:00 AM","10/17/2017 10:00:00 AM","17XX BLOCK OF S SHELTON ST","R","R1","10402.2007",-122.309242249,47.557880402,"(47.557880402, -122.309242249)",10,2017,"Beacon Hill"
238062,1302594,2017382205,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/14/2017 12:04:00 PM","10/14/2017 07:00:00 AM","","48XX BLOCK OF RAINIER AV S","R","R3","10300.4000",-122.285682678,47.559066772,"(47.559066772, -122.285682678)",10,2017,"Columbia City"
238063,1302595,2017381993,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/14/2017 08:03:00 AM","10/14/2017 08:03:00 AM","","43XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3001",-122.313148499,47.660533905,"(47.660533905, -122.313148499)",10,2017,"University District"
238064,1302596,2017375784,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/09/2017 03:00:00 PM","10/06/2017 04:00:00 PM","","23XX BLOCK OF SW WEBSTER ST","F","F1","10701.2011",-122.3621521,47.535514832,"(47.535514832, -122.3621521)",10,2017,"High Point"
238065,1302597,2017381756,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/14/2017 12:24:00 AM","10/14/2017 12:24:00 AM","","S CLOVERDALE ST / RAINIER AV S","S","S2","11800.5008",-122.269981384,47.526168823,"(47.526168823, -122.269981384)",10,2017,"Dunlap"
238066,1302598,2017384438,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/16/2017 10:59:00 AM","10/16/2017 10:59:00 AM","","100XX BLOCK OF COLLEGE WY N","N","N3","1300.1011",-122.334526062,47.702331543,"(47.702331543, -122.334526062)",10,2017,"North College Park"
238067,1302599,2017380760,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/13/2017 10:32:00 AM","10/13/2017 05:00:00 AM","","100XX BLOCK OF COLLEGE WY N","N","N3","1300.1011",-122.334526062,47.702331543,"(47.702331543, -122.334526062)",10,2017,"North College Park"
238068,1302600,2017382672,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","10/14/2017 07:27:00 PM","10/14/2017 07:15:00 PM","","5XX BLOCK OF PINE ST","M","M2","8200.1003",-122.335929871,47.611904144,"(47.611904144, -122.335929871)",10,2017,"Downtown"
238069,1302601,2017384878,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","10/16/2017 08:05:00 PM","10/16/2017 04:44:00 PM","","16XX BLOCK OF SW CAMBRIDGE ST","F","F2","11402.2010",-122.355819702,47.519195557,"(47.519195557, -122.355819702)",10,2017,"South Delridge"
238070,1302602,2017366024,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","10/02/2017 07:13:00 AM","10/02/2017 07:13:00 AM","","7XX BLOCK OF FEDERAL AV E","C","C1","6500.3006",-122.319145203,47.626075745,"(47.626075745, -122.319145203)",10,2017,"Capitol Hill"
238071,1302603,2017384187,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/16/2017 06:39:00 AM","10/16/2017 06:39:00 AM","","PIKE ST / 4 AV","M","M3","8100.2010",-122.336685181,47.610214233,"(47.610214233, -122.336685181)",10,2017,"Downtown"
238072,1302604,2017376668,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/10/2017 09:38:00 AM","10/10/2017 08:30:00 AM","","18XX BLOCK OF 20 AV","C","C2","7900.5000",-122.306091309,47.617881775,"(47.617881775, -122.306091309)",10,2017,"Capitol Hill"
238073,1302605,2017386067,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/17/2017 03:30:00 PM","10/17/2017 03:30:00 PM","","14 AV NW / NW LEARY WY","B","B2","4700.2042",-122.373596191,47.663661957,"(47.663661957, -122.373596191)",10,2017,"West Woodland"
238074,1302606,2017376853,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/10/2017 05:44:00 PM","10/03/2017 10:00:00 AM","10/10/2017 11:50:00 AM","23XX BLOCK OF CALIFORNIA AV SW","W","W1","9600.2011",-122.386512756,47.5820961,"(47.5820961, -122.386512756)",10,2017,"Admiral"
238075,1302607,2017909488,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/17/2017 04:02:00 PM","10/01/2017 12:00:00 AM","10/01/2017 02:00:00 PM","14XX BLOCK OF BROADWAY","E","E2","7500.4016",-122.320770264,47.613517761,"(47.613517761, -122.320770264)",10,2017,"First Hill"
238077,1302609,2017376907,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/10/2017 12:31:00 PM","09/01/2017 08:00:00 AM","09/20/2017 08:55:00 PM","24XX BLOCK OF 3 AV S","O","O1","9300.3014",-122.329986572,47.580852509,"(47.580852509, -122.329986572)",10,2017,"Industrial District"
238078,1302610,2017384477,"3512",0,"NARC-POSSESS-HEROIN","3500","NARCOTICS","10/16/2017 11:35:00 AM","10/16/2017 11:35:00 AM","","47XX BLOCK OF BROOKLYN AV NE","U","U2","5301.2002",-122.314224243,47.66400528,"(47.66400528, -122.314224243)",10,2017,"University District"
238079,1302611,2017384450,"2606",1,"FRAUD-CHECK","2600","FRAUD","10/16/2017 02:04:00 PM","10/02/2017 12:00:00 PM","10/10/2017 12:00:00 PM","90XX BLOCK OF 9 AV NW","J","J1","1702.3003",-122.368713379,47.695159912,"(47.695159912, -122.368713379)",10,2017,"Crown Hill"
238080,1302612,2017377993,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/11/2017 09:07:00 AM","10/11/2017 09:07:00 AM","","2 AV / BATTERY ST","D","D1","8001.2001",-122.346954346,47.614807129,"(47.614807129, -122.346954346)",10,2017,"Belltown"
238081,1302613,2017384787,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","10/16/2017 03:28:00 PM","10/16/2017 03:28:00 PM","","NE 50 ST / UNIVERSITY WY NE","U","U2","4400.4009",-122.313072205,47.664897919,"(47.664897919, -122.313072205)",10,2017,"University District"
238082,1302614,2017380679,"5707",0,"TRESPASS","5700","TRESPASS","10/13/2017 09:03:00 AM","10/13/2017 09:03:00 AM","","47XX BLOCK OF 15 AV NE","U","U2","5301.2000",-122.311950684,47.663990021,"(47.663990021, -122.311950684)",10,2017,"University District"
238083,1302615,2017377825,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/11/2017 05:49:00 AM","10/10/2017 09:45:00 PM","10/11/2017 05:00:00 AM","2XX BLOCK OF 5 AV N","Q","Q3","7200.1024",-122.347610474,47.620227814,"(47.620227814, -122.347610474)",10,2017,"South Lake Union"
238084,1302616,2017379447,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","10/12/2017 11:01:00 AM","10/12/2017 05:45:00 AM","","8XX BLOCK OF DEXTER AV N","D","D2","6700.2019",-122.342330933,47.626701355,"(47.626701355, -122.342330933)",10,2017,"South Lake Union"
238085,1302617,2017909483,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 03:15:00 PM","10/16/2017 05:40:00 PM","10/16/2017 06:15:00 PM","TALLMAN AV NW / NW CENTRAL PL","B","B1","4700.4020",-122.380050659,47.667251587,"(47.667251587, -122.380050659)",10,2017,"Ballard"
238086,1302618,2017909486,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/17/2017 03:35:00 PM","10/16/2017 08:05:00 PM","10/17/2017 01:25:00 AM","25XX BLOCK OF 4 AV","D","D1","7200.3006",-122.346641541,47.616966248,"(47.616966248, -122.346641541)",10,2017,"Belltown"
238087,1302619,2017909487,"X",48,"PROPERTY LOST","X","LOST PROPERTY","10/17/2017 03:37:00 PM","10/17/2017 12:00:00 PM","10/17/2017 02:55:00 PM","127XX BLOCK OF 30 AV NE","L","L1","200.2012",-122.296348572,47.721996307,"(47.721996307, -122.296348572)",10,2017,"Olympic Hills"
238088,1302620,2017373554,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/07/2017 05:17:00 PM","10/07/2017 05:17:00 PM","","84XX BLOCK OF FREMONT AV N","J","J3","2800.4002",-122.349906921,47.690208435,"(47.690208435, -122.349906921)",10,2017,"Greenwood"
238089,1302621,2017375394,"1204",0,"ROBBERY-STREET-GUN","1200","ROBBERY","10/09/2017 09:15:00 AM","10/09/2017 09:15:00 AM","","44XX BLOCK OF 52 AV NE","U","U3","4100.3024",-122.271965027,47.660682678,"(47.660682678, -122.271965027)",10,2017,"Laurelhurst"
238090,1302622,2017384204,"5707",0,"TRESPASS","5700","TRESPASS","10/16/2017 07:07:00 AM","10/16/2017 07:07:00 AM","","123XX BLOCK OF 15 AV NE","L","L1","700.3004",-122.312644958,47.718509674,"(47.718509674, -122.312644958)",10,2017,"Pinehurst"
238091,1302623,2017380685,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/13/2017 09:07:00 AM","10/13/2017 09:07:00 AM","","5XX BLOCK OF 3 AV","K","K2","8100.2043",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",10,2017,"Downtown"
238092,1302624,2017380383,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/13/2017 01:26:00 AM","10/13/2017 01:26:00 AM","","16 AV S / DALLAS AV S","99","99","NULL",-122.314254761,47.528297424,"(47.528297424, -122.314254761)",10,2017,NA
238093,1302625,2017384731,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/16/2017 02:35:00 PM","10/16/2017 02:26:00 PM","","143XX BLOCK OF BURKE AV N","N","N2","300.1011",-122.335914612,47.733222961,"(47.733222961, -122.335914612)",10,2017,"Haller Lake"
238094,1302626,2017385233,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 12:08:00 AM","10/16/2017 06:40:00 PM","10/17/2017 12:00:00 AM","LENORA ST / 1 AV","M","M1","8002.2006",-122.343917847,47.61183548,"(47.61183548, -122.343917847)",10,2017,"Downtown"
238095,1302627,2017386323,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/17/2017 07:36:00 PM","10/17/2017 07:00:00 PM","10/17/2017 07:36:00 PM","33XX BLOCK OF GALE PL S","R","R2","10100.4000",-122.291854858,47.57301712,"(47.57301712, -122.291854858)",10,2017,"Genesee"
238096,1302628,2017386027,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 03:03:00 PM","10/16/2017 06:00:00 PM","10/17/2017 07:00:00 AM","56XX BLOCK OF 44 AV SW","W","W2","10600.6001",-122.388542175,47.55122757,"(47.55122757, -122.388542175)",10,2017,"Seaview"
238097,1302629,2017381465,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","10/13/2017 10:30:00 PM","10/13/2017 07:46:00 PM","","125XX BLOCK OF LAKE CITY WY NE","L","L3","100.5005",-122.294700623,47.720184326,"(47.720184326, -122.294700623)",10,2017,"Olympic Hills"
238098,1302630,2017380396,"3512",0,"NARC-POSSESS-HEROIN","3500","NARCOTICS","10/13/2017 01:46:00 AM","10/13/2017 01:46:00 AM","","N 84 ST / AURORA AV N","J","J3","2700.4004",-122.344520569,47.689834595,"(47.689834595, -122.344520569)",10,2017,"Greenwood"
238099,1302631,2017375914,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/09/2017 09:44:00 PM","10/09/2017 04:28:00 PM","","26XX BLOCK OF CALIFORNIA AV SW","W","W1","9800.1020",-122.386581421,47.580253601,"(47.580253601, -122.386581421)",10,2017,"Admiral"
238100,1302632,2017382000,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/14/2017 10:36:00 AM","10/14/2017 08:14:00 AM","","2XX BLOCK OF 2 AV N","Q","Q3","7100.2001",-122.352828979,47.620342255,"(47.620342255, -122.352828979)",10,2017,"Uptown"
238101,1302633,2017375795,"3562",0,"NARC-POSSESS-MARIJU","3500","NARCOTICS","10/09/2017 07:54:00 PM","10/09/2017 03:01:00 PM","","9XX BLOCK OF N 98 ST","N","N3","1300.3009",-122.345985413,47.700527191,"(47.700527191, -122.345985413)",10,2017,"Greenwood"
238102,1302634,2017376919,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/10/2017 12:42:00 PM","10/09/2017 04:30:00 PM","","47XX BLOCK OF 42 AV SW","W","W2","10500.4005",-122.385482788,47.560211182,"(47.560211182, -122.385482788)",10,2017,"Junction"
238103,1302635,2017384644,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/16/2017 01:26:00 PM","10/16/2017 01:26:00 PM","","3XX BLOCK OF 2 AV S","K","K3","9200.2028",-122.330810547,47.600463867,"(47.600463867, -122.330810547)",10,2017,"Downtown"
238104,1302636,2017384588,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/16/2017 01:58:00 PM","10/16/2017 12:52:00 PM","","58XX BLOCK OF 17 AV NE","U","U1","4400.1011",-122.309631348,47.671634674,"(47.671634674, -122.309631348)",10,2017,"University District"
238114,1302649,2017909485,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 03:29:00 PM","10/16/2017 10:05:00 PM","10/17/2017 03:05:00 PM","JOHN ST / 8 AV N","D","D2","7200.1070",-122.341087341,47.61971283,"(47.61971283, -122.341087341)",10,2017,"South Lake Union"
238115,1302650,2017381622,"1304",0,"ASSLT-AGG-GUN","1300","ASSAULT","10/13/2017 10:12:00 PM","10/13/2017 10:12:00 PM","","20 AV S / S JACKSON ST","G","G2","9000.1011",-122.306358337,47.599250793,"(47.599250793, -122.306358337)",10,2017,"Judkins Park"
238116,1302651,2017382034,"2316",0,"THEFT-MAIL","2300","MAIL THEFT","10/14/2017 09:48:00 AM","10/08/2017 12:15:00 PM","","92XX BLOCK OF CYRUS AV NW","J","J1","1500.2005",-122.400245667,47.696212769,"(47.696212769, -122.400245667)",10,2017,"North Beach"
238117,1302652,2017377418,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/10/2017 06:45:00 PM","10/10/2017 06:20:00 PM","","23 AV SW / DELRIDGE WY SW","F","F1","10701.1015",-122.362594604,47.546146393,"(47.546146393, -122.362594604)",10,2017,"High Point"
238118,1302653,2017380053,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","10/12/2017 06:56:00 PM","10/12/2017 06:56:00 PM","","20XX BLOCK OF RAINIER AV S","R","R1","9400.3003",-122.303260803,47.585018158,"(47.585018158, -122.303260803)",10,2017,"North Beacon Hill"
238119,1302654,2017383434,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/15/2017 12:54:00 PM","10/15/2017 12:54:00 PM","","100XX BLOCK OF COLLEGE WY N","N","N3","1300.1011",-122.334526062,47.702331543,"(47.702331543, -122.334526062)",10,2017,"North College Park"
238120,1302655,2017386178,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/17/2017 04:56:00 PM","10/17/2017 04:56:00 PM","","12XX BLOCK OF 1 AV S","K","K2","9300.2030",-122.334197998,47.59135437,"(47.59135437, -122.334197998)",10,2017,"Industrial District"
238121,1302656,2017909475,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/17/2017 01:39:00 PM","10/17/2017 01:30:00 PM","10/17/2017 01:30:00 PM","5XX BLOCK OF 3 AV","K","K2","8100.2043",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",10,2017,"Downtown"
238122,1302657,2017381300,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","10/13/2017 06:47:00 PM","10/11/2017 12:01:00 AM","10/13/2017 03:00:00 PM","105XX BLOCK OF MERIDIAN AV N","N","N3","1300.1000",-122.333938599,47.705490112,"(47.705490112, -122.333938599)",10,2017,"North College Park"
238123,1302658,2017382168,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/14/2017 11:26:00 AM","10/13/2017 06:45:00 PM","10/14/2017 11:00:00 AM","23XX BLOCK OF N 56 ST","B","B3","4600.2014",-122.32938385,47.669372559,"(47.669372559, -122.32938385)",10,2017,"Wallingford"
238124,1302659,2017380491,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/13/2017 07:26:00 AM","10/13/2017 05:00:00 AM","","8 AV NW / NW 60 ST","B","B2","3300.2012",-122.366165161,47.672348022,"(47.672348022, -122.366165161)",10,2017,"West Woodland"
238125,1302660,2017382760,"3542",1,"NARC-POSSESS-METH","3500","NARCOTICS","10/14/2017 09:01:00 PM","10/14/2017 09:01:00 PM","","BELLEVUE AV E / E MERCER ST","E","E1","7401.3000",-122.326599121,47.624282837,"(47.624282837, -122.326599121)",10,2017,"Capitol Hill"
238126,1302661,2017381683,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/13/2017 11:59:00 PM","10/13/2017 11:06:00 PM","","28XX BLOCK OF SW BARTON ST","F","F2","11402.1022",-122.369346619,47.521038055,"(47.521038055, -122.369346619)",10,2017,"Roxhill"
238127,1302662,2017378908,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/11/2017 11:39:00 PM","10/11/2017 09:57:00 PM","","15 AV S / S GRAND ST","R","R1","9400.5020",-122.313529968,47.587001801,"(47.587001801, -122.313529968)",10,2017,"North Beacon Hill"
238128,1302663,2017383179,"X",36,"INJURY - ACCIDENTAL","X","INJURY","10/15/2017 05:42:00 AM","10/14/2017 09:00:00 PM","10/14/2017 11:02:00 PM","9XX BLOCK OF 6 AV","K","K1","8200.1033",-122.330360413,47.606658936,"(47.606658936, -122.330360413)",10,2017,"Downtown"
238129,1302664,2017383890,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/16/2017 01:42:00 AM","10/15/2017 08:36:00 PM","","3XX BLOCK OF WESTLAKE AV N","D","D3","7300.3010",-122.33846283,47.621456146,"(47.621456146, -122.33846283)",10,2017,"South Lake Union"
238130,1302665,2017378475,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/11/2017 02:00:00 PM","10/11/2017 12:30:00 PM","","12 AV S / DALLAS AV S","99","99","11200.2051",-122.317550659,47.528209686,"(47.528209686, -122.317550659)",10,2017,NA
238131,1302666,2017378235,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/11/2017 12:39:00 PM","10/11/2017 12:39:00 PM","10/11/2017 12:39:00 PM","14XX BLOCK OF S CLOVERDALE ST","F","F3","11200.3009",-122.313903809,47.526439667,"(47.526439667, -122.313903809)",10,2017,"South Park"
238132,1302667,2017378295,"X",72,"NARC-FOUND-METH","X","NARCOTICS","10/11/2017 01:10:00 PM","10/11/2017 01:10:00 PM","","9XX BLOCK OF 2 AV","K","K1","8100.1028",-122.33480072,47.604801178,"(47.604801178, -122.33480072)",10,2017,"Downtown"
238133,1302668,2017373238,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/07/2017 12:12:00 PM","10/06/2017 10:00:00 AM","10/07/2017 12:02:00 PM","19XX BLOCK OF 25 AV E","C","C2","6200.1059",-122.300559998,47.636444092,"(47.636444092, -122.300559998)",10,2017,"Montlake"
238134,1302669,2017381231,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/13/2017 04:22:00 PM","10/13/2017 04:22:00 PM","","27XX BLOCK OF RAINIER AV S","R","R2","10001.1002",-122.299156189,47.579673767,"(47.579673767, -122.299156189)",10,2017,"Atlantic"
238135,1302670,2017385925,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/17/2017 01:43:00 PM","10/17/2017 01:43:00 PM","","14XX BLOCK OF NW MARKET ST","B","B1","4700.3021",-122.374900818,47.66866684,"(47.66866684, -122.374900818)",10,2017,"West Woodland"
238136,1302671,2017385985,"2799",0,"EMBEZZLE","2700","EMBEZZLE","10/17/2017 02:22:00 PM","10/09/2017 12:00:00 AM","10/17/2017 02:22:00 PM","5XX BLOCK OF PINE ST","M","M2","8200.1003",-122.335929871,47.611904144,"(47.611904144, -122.335929871)",10,2017,"Downtown"
238137,1302672,2017380020,"2699",1,"FRAUD-OTHER","2600","FRAUD","10/12/2017 06:16:00 PM","10/12/2017 06:16:00 PM","","42XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3008",-122.313186646,47.659053802,"(47.659053802, -122.313186646)",10,2017,"University District"
238138,1302673,2017365206,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/01/2017 01:32:00 PM","10/01/2017 12:30:00 PM","","22XX BLOCK OF 5 AV","D","D2","7200.1054",-122.342422485,47.615650177,"(47.615650177, -122.342422485)",10,2017,"Denny Triangle"
238139,1302674,2017381873,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/14/2017 03:22:00 AM","10/14/2017 02:00:00 AM","10/14/2017 03:22:00 AM","27XX BLOCK OF CALIFORNIA AV SW","W","W1","9800.1024",-122.386657715,47.578323364,"(47.578323364, -122.386657715)",10,2017,"Admiral"
238140,1302675,2017374767,"5309",0,"HARASSMENT","5300","THREATS","10/08/2017 05:19:00 PM","10/07/2017 12:00:00 AM","10/08/2017 12:00:00 AM","4XX BLOCK OF STEWART ST","M","M2","7200.1065",-122.338302612,47.612625122,"(47.612625122, -122.338302612)",10,2017,"Belltown"
238141,1302676,2017383821,"1209",0,"ROBBERY-RESIDENCE-BODYFORCE","1200","ROBBERY","10/15/2017 07:27:00 PM","10/15/2017 07:27:00 PM","","1XX BLOCK OF CHERRY ST","K","K1","8100.1035",-122.333724976,47.602787018,"(47.602787018, -122.333724976)",10,2017,"Pioneer Square"
238142,1302677,2017385176,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/17/2017 12:54:00 AM","10/15/2017 09:30:00 PM","10/16/2017 07:30:00 PM","21XX BLOCK OF 3 AV","D","D1","7200.1068",-122.342842102,47.613552094,"(47.613552094, -122.342842102)",10,2017,"Belltown"
238143,1302678,2017377448,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/10/2017 07:21:00 PM","10/10/2017 07:21:00 PM","","12XX BLOCK OF S CLOVERDALE ST","F","F3","11200.3008",-122.316246033,47.526443481,"(47.526443481, -122.316246033)",10,2017,"South Park"
238144,1302679,2017377376,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/10/2017 06:12:00 PM","10/10/2017 06:00:00 PM","","CALIFORNIA AV SW / SW HOLLY ST","W","W3","10600.3014",-122.387237549,47.543075562,"(47.543075562, -122.387237549)",10,2017,"Gatewood"
238145,1302680,2017380605,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/13/2017 07:30:00 AM","10/12/2017 05:00:00 PM","10/13/2017 06:40:00 AM","57XX BLOCK OF S HAWTHORN RD","R","R3","10200.2023",-122.26134491,47.549312592,"(47.549312592, -122.26134491)",10,2017,"Seward Park"
238146,1302681,2017380834,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","10/13/2017 11:24:00 AM","10/13/2017 11:24:00 AM","","81XX BLOCK OF DELRIDGE WY SW","F","F2","11401.3014",-122.360458374,47.529182434,"(47.529182434, -122.360458374)",10,2017,"South Delridge"
238147,1302682,2017378174,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/11/2017 10:00:00 AM","10/11/2017 10:00:00 AM","","29XX BLOCK OF 15 AV S","R","R1","10002.1007",-122.313362122,47.577312469,"(47.577312469, -122.313362122)",10,2017,"North Beacon Hill"
238148,1302683,2017379855,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/12/2017 03:55:00 PM","10/12/2017 01:15:00 PM","10/12/2017 03:50:00 PM","21XX BLOCK OF S LANDER ST","R","R1","10002.3012",-122.304847717,47.579174042,"(47.579174042, -122.304847717)",10,2017,"North Beacon Hill"
238149,1302684,2017382091,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","10/14/2017 10:03:00 AM","10/10/2017 05:00:00 PM","10/13/2017 07:00:00 AM","80XX BLOCK OF CALIFORNIA AV SW","W","W3","11600.6028",-122.387367249,47.531158447,"(47.531158447, -122.387367249)",10,2017,"Gatewood"
238150,1302685,2017383733,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/15/2017 05:34:00 PM","10/15/2017 05:34:00 PM","","26XX BLOCK OF E UNION ST","C","C3","7700.3014",-122.298156738,47.612934113,"(47.612934113, -122.298156738)",10,2017,"Central"
238151,1302686,2017377411,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","10/10/2017 06:37:00 PM","10/10/2017 06:37:00 PM","","39XX BLOCK OF S OTHELLO ST","S","S1","11001.2008",-122.282348633,47.537044525,"(47.537044525, -122.282348633)",10,2017,"Holly Park"
238152,1302687,2017381076,"1203",3,"ROBBERY-BUSINESS-BODYFORCE","1200","ROBBERY","10/13/2017 03:44:00 PM","10/13/2017 02:25:00 PM","","62XX BLOCK OF RAINIER AV S","R","R3","10200.3012",-122.276550293,47.546676636,"(47.546676636, -122.276550293)",10,2017,"Hillman City"
238153,1302688,2017386325,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 08:07:00 PM","10/17/2017 04:00:00 PM","10/17/2017 06:30:00 PM","5XX BLOCK OF HARRISON ST","Q","Q3","7200.1017",-122.346939087,47.622074127,"(47.622074127, -122.346939087)",10,2017,"Uptown"
238154,1302689,2017909493,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/17/2017 08:56:00 PM","10/17/2017 03:20:00 PM","10/17/2017 03:40:00 PM","W BARRETT ST / 32 AV W","Q","Q1","5700.3002",-122.398269653,47.646816254,"(47.646816254, -122.398269653)",10,2017,"Magnolia"
238155,1302690,2017380720,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/13/2017 09:47:00 AM","10/13/2017 09:47:00 AM","","XX BLOCK OF S BRANDON ST","O","O2","10900.2012",-122.336357117,47.554176331,"(47.554176331, -122.336357117)",10,2017,"Georgetown"
238156,1302691,2017381408,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/13/2017 06:42:00 PM","10/13/2017 06:42:00 PM","","24XX BLOCK OF S JACKSON ST","G","G3","8900.3023",-122.300514221,47.599277496,"(47.599277496, -122.300514221)",10,2017,"Judkins Park"
238157,1302692,2017379522,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/12/2017 12:02:00 PM","10/12/2017 12:02:00 PM","","4XX BLOCK OF OLIVE WY","M","M2","8100.2001",-122.337966919,47.612422943,"(47.612422943, -122.337966919)",10,2017,"Downtown"
238158,1302693,2017383010,"5499",0,"TRAFFIC","5400","TRAFFIC","10/15/2017 12:50:00 AM","10/15/2017 12:50:00 AM","","14XX BLOCK OF BROADWAY","E","E2","7500.4016",-122.320770264,47.613517761,"(47.613517761, -122.320770264)",10,2017,"First Hill"
